0, 0, 0, 0, 0, 8255520, 0, 0, 45, 14235866239795200000, 0, 9886018222080000, 20638800, 0, 54, 0, 0, 0, 0, 0, 216, 1620, 0, 3240, 15, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 39544072888320000, 118632218664960000, 47076277248000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 48, 384, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 57600, 720, 3170119680000, 20, 0, 0, 0, 201600, 13440, 120, 0, 0, 1612800, 0, 0, 150, 65520, 0, 600, 70, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 219340800, 0, 204, 0, 0, 0, 0, 177843714048000, 1088, 1632, 0, 17408, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 711374856192000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 1079922827257807312017722985724687705442353152000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 540, 0, 0, 0, 0, 5455334187028357632000, 7920, 491400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75793389644117837860866635857920000000, 0, 0, 0, 97193054453202658081595068715221893489811783680000000000, 381873393091985034240000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 966, 0, 0, 0, 0, 299213156700057600, 3542, 0, 0, 0, 0, 0, 0, 0, 65147082181990141132800000, 0, 2171569406066338037760000, 0, 10857847030331690188800000, 0, 10857847030331690188800000, 0, 0, 0, 2171569406066338037760000, 138386223360, 0, 43431388121326760755200000, 2171569406066338037760000, 2171569406066338037760000, 0, 0, 5428923515165845094400000, 0, 0, 72681840, 0, 0, 5428923515165845094400000, 0, 6463004184721244160000, 12454760102400, 2171569406066338037760000, 0, 0, 2171569406066338037760000
3511517184000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 691200, 0, 120, 0, 1440, 0, 0, 0, 360, 28800, 0, 1440, 0, 0, 16, 0, 0, 62705664000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 438939648000, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 494208, 780, 390, 0, 0, 59304960, 0, 186810624000, 936, 0, 0, 3744, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 311351040, 0, 0, 0, 0, 0, 74724249600, 0, 0, 0, 1235520, 0, 0, 0, 0, 0, 7783776000, 0, 0, 0, 0
0, 0, 0, 24813411615314253922485143528139677547626496000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1380, 0, 0, 0, 0, 19011013076007912960000, 12420, 1656, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2729475277684567931473365788095364530238914560000000000, 22813215691209495552000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4590432, 0, 138, 0, 0, 0, 0, 42744736671436800, 1518, 8280, 0, 6072, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27920178077995774771200000, 0, 0, 0, 0, 641171050071552000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 3274992000, 5745600, 0, 420, 0, 0, 0, 0, 0, 240, 0, 0, 0, 0, 5792623828992000, 1520, 0, 0, 31920, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10080, 0, 0
0, 0, 0, 0, 0, 0, 0, 16899176448000, 0, 0, 0, 0, 0, 35280, 294, 5519135834505216000000, 0, 0, 0, 0, 294, 64680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 11750400, 0, 0, 30, 0, 0, 0, 17625600, 4320, 360, 0, 9180, 4811788800, 0, 1067062284288000, 1530, 10800, 0, 9180, 30, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45731240755200000, 0, 17643225600, 0, 0, 0, 0, 0, 8002967132160000, 0, 2937600, 0, 26732160, 70572902400, 0, 0, 0, 0, 705729024000, 0, 0, 0, 0
0, 28695767275929600, 0, 0, 0, 30602880, 3360, 0, 28, 0, 0, 0, 10200960, 0, 288, 0, 0, 0, 0, 186522487293542400, 2208, 0, 0, 15456, 4, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
179087376384000, 44771844096000, 0, 0, 0, 4354560, 20160, 0, 40, 0, 0, 0, 24675840, 0, 108, 0, 20160, 0, 0, 0, 288, 146880, 127008000, 2880, 68, 0, 40, 0, 0, 2131992576000, 0, 0, 0, 304819200, 0, 0, 150433396162560000, 32593902501888000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29847896064000, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 150180566925312000000, 0, 450, 66000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3265920, 0, 432, 0, 0, 0, 0, 0, 270, 6480, 0, 2430, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 240, 34944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1824013069572479385600000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 634657959936000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1824013069572479385600000, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 240, 34944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1824013069572479385600000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 634657959936000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1824013069572479385600000, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 64764752532480000, 1200, 300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 388588515194880000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 374603671695975321600000, 133241816540859812574190475673600000000, 0, 0, 2052086400, 1710072, 0, 87, 176528234250011410550784000000, 0, 54290387202315264000000, 7182302400, 1092, 156, 0, 0, 100951250400, 0, 388588515194880000, 1950, 16380, 0, 56550, 21, 227235923601443958756527404832784384000000000, 87, 0, 0, 0, 0, 0, 0, 0, 0, 977226969641674752000000, 30362613390094841856000000, 122153371205209344000000, 0, 188972784000, 16938241367317436694528000000, 0, 0, 0, 0, 8160358819092480000, 0, 0, 0, 165765600, 0, 0, 0, 0, 0, 6803020224000, 0, 0, 0, 0
